celltype,gene,deg,eff,sens,trans,eigenvec_centr,closeness_centr
Mono/Macro,FPR3,11,0.5009028356142223,0.3648008446340849,0.4,0.04017706751235071,0.41968911917098445
Mono/Macro,IFNGR2,3,0.055985015735179076,0.3637064110144151,0.6666666666666666,0.018028878412299488,0.3922518159806295
Mono/Macro,PTGS1,10,0.43517344469602953,0.3627931778818393,0.5333333333333333,0.04171790164012703,0.41645244215938304
Mono/Macro,SOAT1,5,0.17032584845119814,0.3536688578615619,0.5,0.010295031395461035,0.3624161073825503
Mono/Macro,TIMP2,17,1.173610882244428,0.3500396531872695,0.49264705882352944,0.06080993685557788,0.45
Mono/Macro,FBP1,5,0.43481433406312614,0.34031806221368605,0.3,0.008344299673844882,0.34615384615384615
Mono/Macro,FAM20C,5,0.27135622932777126,0.3354378351517836,0.3,0.010420328369243176,0.35526315789473684
Mono/Macro,SERPINA1,23,1.646338041629222,0.31472110019561383,0.383399209486166,0.08801646446229731,0.46551724137931033
Mono/Macro,CTSL,14,0.8434239490309041,0.3144050838316137,0.4175824175824176,0.049525757277975965,0.4263157894736842
Mono/Macro,NAMPT,10,0.5764015378131876,0.31159112148509205,0.4888888888888889,0.04608628437979405,0.42408376963350786
Mono/Macro,MITF,6,0.2767770669695361,0.31151678954929196,0.26666666666666666,0.011511670000761315,0.3656884875846501
Mono/Macro,GPR84,6,0.5346945171205418,0.2788319041444961,0.3333333333333333,0.015788784968745653,0.3894230769230769
Mono/Macro,IFI30,9,0.5423626137126846,0.2718835215564646,0.3055555555555556,0.027003706746992946,0.40703517587939697
Mono/Macro,ABCA1,13,0.8129305974936658,0.2699110339615811,0.4230769230769231,0.04378486598374259,0.43902439024390244
Mono/Macro,APOBR,6,0.4257012092804355,0.2695000549641873,0.4,0.014946779361484985,0.38848920863309355
Mono/Macro,TFRC,22,1.703231466345759,0.26614995367364974,0.38095238095238093,0.08868074126857257,0.47368421052631576
Mono/Macro,SLC11A1,19,3.1610965023829136,0.26178620783582784,0.2807017543859649,0.06114940563054469,0.4366576819407008
Mono/Macro,APOC1,9,0.4164794648277659,0.25115907384345415,0.4166666666666667,0.020041088008215822,0.38848920863309355
Mono/Macro,VCAN,8,1.5777898195150573,0.24184363535236766,0.17857142857142858,0.023446034670722742,0.39036144578313253
Mono/Macro,CTSB,26,2.534610563559886,0.2379481923054702,0.31384615384615383,0.07540682197290154,0.4668587896253602
Mono/Macro,MMP14,15,2.7540023243534653,0.2349417012648764,0.44761904761904764,0.05163331784317755,0.4308510638297872
Mono/Macro,SCARF1,7,1.0035420837929405,0.2342511515786101,0.2857142857142857,0.021272737598148746,0.38207547169811323
Mono/Macro,GRN,14,1.1095635862031554,0.2246875001025624,0.3626373626373626,0.038310000953283456,0.4308510638297872
Mono/Macro,APOE,40,5.487423369522988,0.19719911228588805,0.26794871794871794,0.12802869469683392,0.5078369905956113
Mono/Macro,PLA2G7,14,2.4052089714162617,0.13624372601725263,0.21978021978021978,0.03507258253184928,0.4297082228116711
Plasma,GLDC,1,0.5367429957302484,8.091036523984465,0,0.001360053736339108,0.22727272727272727
Plasma,ASNS,2,1.505879992507989,5.737440399967916,0,0.008262859670564586,0.29069767441860467
Plasma,UBE2J1,1,0.434755269582113,5.336139943421278,0,0.003495198609749636,0.24509803921568626
Plasma,IGF1,2,1.357906779745087,4.190677405254053,1,0.06249762172234526,0.2604166666666667
Plasma,BMP6,2,1.357906779745086,4.190677405254048,1,0.06249762172234522,0.2604166666666667
Plasma,ALG5,1,0.3410038721477138,3.8654343002301035,0,0.005306293402506453,0.2604166666666667
Plasma,SEL1L,3,2.1665741015585422,3.547686242557523,0.3333333333333333,0.02123470188086234,0.32051282051282054
Plasma,CCR10,1,0.48354988400246424,3.4013323506463338,0,0.05953721146302597,0.28735632183908044
Plasma,SDC1,7,6.425140366591142,3.211759865761008,0.5238095238095238,0.317199933041782,0.3424657534246575
Plasma,FKBP2,1,0.3139896251154724,3.012590716458334,0,0.012620400714437477,0.30120481927710846
Plasma,JCHAIN,6,5.389515387524877,2.83832181495355,0.9333333333333333,0.3532972145156673,0.390625
Plasma,TNFRSF17,6,5.389515387524871,2.8383218149535483,0.9333333333333333,0.35329721451566737,0.390625
Plasma,TNFRSF13B,6,5.389515387524874,2.8383218149535474,0.9333333333333333,0.35329721451566737,0.390625
Plasma,CD27,7,6.407726967153717,2.8136732562457594,0.6666666666666666,0.3617119017811068,0.3968253968253968
Plasma,DNAJB9,5,4.4963735412842745,2.641077448244184,0.4,0.04884005829689667,0.390625
Plasma,GMPPB,3,1.7413118204679665,2.3950610075024006,0.3333333333333333,0.0322378128042007,0.3472222222222222
Plasma,CRELD2,4,2.5869645387545104,2.184185833785099,0.6666666666666666,0.049227351499823005,0.3787878787878788
Plasma,CD79A,7,6.38845922203779,2.1750934731340488,0.7142857142857143,0.3805151657770534,0.43103448275862066
Plasma,PDIA4,6,4.315730427167972,1.6973361143421477,0.3333333333333333,0.07667388229114108,0.423728813559322
Plasma,GNG7,1,0.2888487465051137,1.5960321125943786,0,0.06261285830163953,0.3333333333333333
Plasma,SSR3,2,0.5079489809363278,1.3099215322236197,1,0.03145055758556406,0.3048780487804878
Plasma,MZB1,9,7.8143360190470705,1.0811199815587205,0.3611111111111111,0.38039766216296195,0.49019607843137253
Plasma,SEC11C,4,1.2913207410782557,0.784787870419954,0.5,0.07864248425896445,0.3787878787878788
Plasma,SSR4,4,1.4747215835155825,0.7728899770152626,0.5,0.1124319835705432,0.3787878787878788
Plasma,SDF2L1,7,3.372861458814772,0.6747501616588782,0.3333333333333333,0.14132370703146713,0.49019607843137253
Plasma,FKBP11,6,1.7190983359962917,0.2720288449399633,0.4,0.19257767623700786,0.4807692307692308
Proliferating Myeloids,DDX5,1,0.6799999999999999,0.8899999999999998,0,0.5000000000000001,0.6666666666666666
Proliferating Myeloids,RPL31,1,0.6799999999999997,0.8899999999999997,0,0.5000000000000001,0.6666666666666666
Proliferating Myeloids,EEF2,2,0.4999999999999999,0.0800000000000001,0,0.7071067811865476,1
