celltype,gene,deg,eff,sens,trans,eigenvec_centr,closeness_centr
Mono/Macro,OLR1,19,1.2963484636886262,0.4355006327990743,0.4093567251461988,0.077814704642615,0.44751381215469616
Mono/Macro,ICAM1,52,8.369599676279053,0.4350299945166277,0.31825037707390647,0.1968890503438976,0.5346534653465347
Mono/Macro,CXCL8,55,9.14171603292001,0.4349542877216228,0.30707070707070705,0.2013074725486489,0.5346534653465347
Mono/Macro,PLAUR,20,1.4781849622820704,0.43307355363063693,0.531578947368421,0.08825453544428895,0.45892351274787535
Mono/Macro,CLEC4D,9,0.38567013464349065,0.429568831824954,0.6388888888888888,0.03912061638215985,0.4175257731958763
Mono/Macro,ALOX5,13,0.6109924117842672,0.4258446374383363,0.5769230769230769,0.06282734996470618,0.44141689373297005
Mono/Macro,LYZ,13,0.6824956165336605,0.42193131287341057,0.4230769230769231,0.05762329645030366,0.44021739130434784
Mono/Macro,ALCAM,4,0.07626514310853022,0.42031528704453525,0.5,0.015720181066629958,0.37155963302752293
Mono/Macro,HAMP,6,0.1582013967580816,0.41271279945810285,0.8,0.030783834307594724,0.400990099009901
Mono/Macro,FPR2,24,2.375789034517637,0.4106820943657066,0.427536231884058,0.09898459012771546,0.4576271186440678
Mono/Macro,ETS2,2,0.02259702966444889,0.4046777980333008,1,0.012035877490022794,0.3767441860465116
Mono/Macro,MMP19,4,0.09950570584545948,0.40467138335497954,0.5,0.008250266429199222,0.334020618556701
Mono/Macro,PLEK,18,2.2887604914643096,0.4036694234386152,0.46405228758169936,0.06888561806486498,0.43548387096774194
Mono/Macro,TRPV4,3,0.29396062316962435,0.40301550637751193,0.3333333333333333,0.01225554235856644,0.38571428571428573
Mono/Macro,LYN,23,2.4651485372000512,0.3986858106102514,0.40711462450592883,0.09129133870306096,0.45251396648044695
Mono/Macro,MSR1,22,1.6187163912763287,0.3980134486984031,0.4329004329004329,0.09624488875373798,0.46551724137931033
Mono/Macro,MCEMP1,12,0.650237830772726,0.39776215534917225,0.25757575757575757,0.029732697522232718,0.3811764705882353
Mono/Macro,BST1,4,1.0405906732473804,0.3976405323867607,0.16666666666666666,0.015250188727104123,0.3544857768052516
Mono/Macro,NR1H3,5,0.1869312132718906,0.39690375836849445,0.7,0.016008859649408416,0.40198511166253104
Mono/Macro,SPI1,37,4.461817931160516,0.3967669981235096,0.36036036036036034,0.1415663324156321,0.48942598187311176
Mono/Macro,MMP9,55,9.058395499682439,0.3952975268155974,0.296969696969697,0.19850026859597855,0.5472972972972973
Mono/Macro,ACP5,11,0.5735471360149469,0.3854869095826367,0.509090909090909,0.0445048189741964,0.42857142857142855
Mono/Macro,GNA15,4,0.5736248856450032,0.3840847204024007,0,0.009602229927624167,0.36818181818181817
Mono/Macro,GPNMB,10,0.4323536774439174,0.38147964116601374,0.4444444444444444,0.034392768431088225,0.4122137404580153
Mono/Macro,EREG,8,0.7813681045923306,0.380478695224668,0.4642857142857143,0.02831838874647825,0.3960880195599022
Mono/Macro,MMP12,20,1.6393670002234701,0.3790310908692686,0.49473684210526314,0.08235314347372025,0.44505494505494503
Mono/Macro,ADAM9,7,0.23885548561332434,0.3744054953648862,0.47619047619047616,0.022657391418391883,0.3847980997624703
Mono/Macro,ACSL1,7,0.9599832712855996,0.3735357456754109,0.09523809523809523,0.005962414663611646,0.351409978308026
Mono/Macro,PLAU,20,1.582403223662033,0.37244814362675543,0.5263157894736842,0.07951356845436928,0.4550561797752809
Mono/Macro,AQP9,15,1.110188581438102,0.36994795845411355,0.38095238095238093,0.051295076959630224,0.42297650130548303
Mono/Macro,PTAFR,14,0.7898653261613187,0.36914986873799466,0.3956043956043956,0.054638184079080554,0.4297082228116711
Mono/Macro,IL1B,76,16.28770361575213,0.3678532383852905,0.23508771929824562,0.25187915491439433,0.6022304832713755
